Id,MedianRepairCost,RepairCostStdDev,MedianDowntime,RedTagged,PGA,LossRatio,Latitude,Longitude
11,5683.567148,11447.65326,6.381775361,0,0.1630479103,0.02318824372,61.21727742,-149.9072312
12,5852.878719,11271.85795,6.439646713,0,0.1630479103,0.02517148923,61.21727742,-149.9072312
13,78054.4852,49359.80463,53.32222066,0,0.1630479103,0.1476089053,61.21727742,-149.9072312
14,60181.15194,36980.10685,41.05878147,0,0.1630479103,0.2868156503,61.21727742,-149.9072312
15,100336.2861,60371.20146,67.96522949,0,0.1630479103,0.07634522705,61.21742011,-149.9072316
16,5222.845598,10856.41933,5.548518356,0,0.1630479103,0.0309469024,61.21700417,-149.906298
